db traj id : 3622
frame,reward,score,terminal, action
0,0, 0, False, 0
1,0, 0, False, 0
2,0, 0, False, 0
3,0, 0, False, 0
4,0, 0, False, 0
5,0, 0, False, 0
6,0, 0, False, 0
7,0, 0, False, 0
8,0, 0, False, 0
9,0, 0, False, 0
10,0, 0, False, 0
11,0, 0, False, 0
12,0, 0, False, 0
13,0, 0, False, 0
14,0, 0, False, 0
15,0, 0, False, 0
16,0, 0, False, 0
17,0, 0, False, 0
18,0, 0, False, 0
19,0, 0, False, 0
20,0, 0, False, 0
21,0, 0, False, 0
22,0, 0, False, 0
23,0, 0, False, 0
24,0, 0, False, 0
25,0, 0, False, 0
26,0, 0, False, 0
27,0, 0, False, 0
28,0, 0, False, 0
29,0, 0, False, 0
30,0, 0, False, 0
31,0, 0, False, 0
32,0, 0, False, 0
33,0, 0, False, 0
34,0, 0, False, 0
35,0, 0, False, 0
36,0, 0, False, 0
37,0, 0, False, 0
38,0, 0, False, 0
39,0, 0, False, 0
40,0, 0, False, 0
41,0, 0, False, 0
42,0, 0, False, 0
43,0, 0, False, 0
44,0, 0, False, 0
45,0, 0, False, 0
46,0, 0, False, 0
47,0, 0, False, 0
48,0, 0, False, 0
49,0, 0, False, 0
50,0, 0, False, 0
51,0, 0, False, 0
52,0, 0, False, 0
53,0, 0, False, 0
54,0, 0, False, 0
55,0, 0, False, 0
56,0, 0, False, 0
57,0, 0, False, 4
58,0, 0, False, 4
59,0, 0, False, 4
60,0, 0, False, 4
61,0, 0, False, 4
62,0, 0, False, 4
63,0, 0, False, 4
64,0, 0, False, 4
65,0, 0, False, 4
66,0, 0, False, 4
67,0, 0, False, 4
68,0, 0, False, 4
69,0, 0, False, 4
70,0, 0, False, 4
71,0, 0, False, 4
72,0, 0, False, 4
73,0, 0, False, 4
74,0, 0, False, 4
75,0, 0, False, 4
76,0, 0, False, 4
77,0, 0, False, 4
78,0, 0, False, 4
79,0, 0, False, 4
80,0, 0, False, 12
81,0, 0, False, 1
82,0, 0, False, 1
83,0, 0, False, 1
84,0, 0, False, 1
85,0, 0, False, 1
86,0, 0, False, 1
87,0, 0, False, 1
88,0, 0, False, 1
89,0, 0, False, 1
90,0, 0, False, 1
91,0, 0, False, 1
92,0, 0, False, 0
93,0, 0, False, 3
94,0, 0, False, 3
95,0, 0, False, 3
96,0, 0, False, 3
97,0, 0, False, 3
98,0, 0, False, 3
99,0, 0, False, 3
100,0, 0, False, 3
101,0, 0, False, 3
102,0, 0, False, 3
103,0, 0, False, 6
104,0, 0, False, 6
105,0, 0, False, 6
106,0, 0, False, 6
107,0, 0, False, 6
108,0, 0, False, 6
109,0, 0, False, 6
110,0, 0, False, 6
111,0, 0, False, 6
112,0, 0, False, 6
113,0, 0, False, 6
114,0, 0, False, 6
115,0, 0, False, 6
116,0, 0, False, 6
117,0, 0, False, 6
118,0, 0, False, 6
119,0, 0, False, 6
120,0, 0, False, 6
121,0, 0, False, 6
122,0, 0, False, 6
123,0, 0, False, 6
124,0, 0, False, 6
125,0, 0, False, 6
126,0, 0, False, 6
127,0, 0, False, 6
128,0, 0, False, 6
129,0, 0, False, 6
130,0, 0, False, 6
131,0, 0, False, 6
132,0, 0, False, 6
133,0, 0, False, 6
134,0, 0, False, 6
135,0, 0, False, 6
136,0, 0, False, 6
137,0, 0, False, 6
138,0, 0, False, 6
139,0, 0, False, 6
140,0, 0, False, 3
141,0, 0, False, 0
142,0, 0, False, 0
143,0, 0, False, 0
144,0, 0, False, 1
145,0, 0, False, 1
146,0, 0, False, 1
147,0, 0, False, 1
148,0, 0, False, 1
149,0, 0, False, 1
150,0, 0, False, 1
151,0, 0, False, 1
152,0, 0, False, 1
153,0, 0, False, 1
154,0, 0, False, 1
155,0, 0, False, 0
156,0, 0, False, 0
157,0, 0, False, 0
158,0, 0, False, 0
159,0, 0, False, 0
160,0, 0, False, 0
161,0, 0, False, 0
162,0, 0, False, 0
163,0, 0, False, 0
164,0, 0, False, 0
165,0, 0, False, 0
166,0, 0, False, 0
167,0, 0, False, 0
168,0, 0, False, 0
169,0, 0, False, 0
170,0, 0, False, 0
171,0, 0, False, 0
172,0, 0, False, 0
173,0, 0, False, 0
174,0, 0, False, 0
175,0, 0, False, 0
176,0, 0, False, 0
177,0, 0, False, 0
178,0, 0, False, 0
179,0, 0, False, 0
180,0, 0, False, 0
181,0, 0, False, 0
182,0, 0, False, 0
183,0, 0, False, 3
184,0, 0, False, 3
185,0, 0, False, 3
186,0, 0, False, 3
187,0, 0, False, 3
188,0, 0, False, 3
